StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
2819,16,Female,Group A,High Education,Low,,No,3,Yes,No,No,No,Low,Grade D
2820,17,Male,Group B,Bechelor Degree,Medium,,Yes,No Support,Yes,No,No,No,Medium,Grade D
2821,17,Female,Group B,Inter Education,Low,,Yes,Strong Support,Yes,Yes,No,No,Low,Grade D
2822,17,Female,Group A,High Education,Medium,Moderate Absence,Yes,3,No,Yes,No,No,Medium,Grade D
2823,18,Female,Group B,High Education,Low,,Yes,3,Yes,Yes,Yes,Yes,Low,Grade D
2824,18,Female,Group C,Inter Education,Medium,Moderate Absence,No,Strong Support,Yes,Yes,No,No,Low,Grade D
2825,15,Male,Group A,Bechelor Degree,Medium,,No,3,No,No,Yes,Yes,Medium,Grade C
2826,15,Female,Group A,High Education,Medium,Moderate Absence,No,Strong Support,No,No,No,No,Low,Grade D
2827,16,Male,Group B,Bechelor Degree,Medium,,Yes,No Support,No,No,No,No,Low,Grade D
2828,18,Male,Group A,Inter Education,Low,,Yes,3,Yes,No,No,No,High,Grade B
2829,16,Female,Group A,High Education,Medium,,No,Medium Support,Yes,No,No,Yes,Medium,Grade D
2830,15,Male,Group B,No Education,Low,,No,No Support,No,Yes,No,No,Low,Grade D
2831,16,Female,Group C,High Education,Low,,Yes,Strong Support,No,No,No,Yes,Low,Grade D
2832,15,Female,Group C,Inter Education,Medium,,No,3,No,No,No,No,Low,Grade D
2833,18,Male,Group B,High Education,Low,,Yes,Medium Support,No,Yes,No,No,Low,Grade D
2834,17,Male,Group C,High Education,Medium,,No,No Support,No,No,No,Yes,Low,Grade D
2835,18,Female,Group A,Inter Education,Low,,No,Medium Support,No,No,No,Yes,Medium,Grade D
2836,16,Male,Group B,Inter Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2837,16,Male,Group A,High Education,Low,Moderate Absence,No,Strong Support,No,No,No,No,Low,Grade D
2838,18,Male,Group A,Inter Education,Low,,No,Medium Support,Yes,Yes,No,No,Low,Grade D
2839,18,Female,Group C,Inter Education,Low,,No,3,No,No,No,No,Medium,Grade D
2840,15,Female,Group B,Inter Education,Low,,Yes,3,Yes,Yes,No,No,Low,Grade D
2841,16,Male,Group A,Bechelor Degree,Low,,No,3,No,No,No,No,Low,Grade D
2842,16,Male,Group D,High Education,Medium,,Yes,Strong Support,Yes,No,No,No,Low,Grade D
2843,18,Male,Group A,Bechelor Degree,Low,,No,Strong Support,No,No,Yes,No,Low,Grade D
2844,17,Male,Group A,Inter Education,Medium,,Yes,Strong Support,No,No,No,No,High,Grade B
2845,16,Male,Group A,Inter Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
2846,17,Female,Group C,Inter Education,Medium,,No,No Support,No,No,No,No,Medium,Grade D
2847,18,Male,Group C,Inter Education,Low,,No,3,Yes,No,No,Yes,Medium,Grade C
2848,18,Female,Group A,High Education,Low,Low Absent,No,Strong Support,No,No,No,No,Low,Grade D
2849,15,Male,Group B,Inter Education,Medium,,Yes,Medium Support,Yes,No,No,No,Medium,Grade D
2850,16,Female,Group A,Inter Education,Low,,No,Medium Support,No,No,No,Yes,Low,Grade D
2851,17,Male,Group C,Inter Education,Medium,,No,Medium Support,Yes,No,Yes,No,Low,Grade D
2852,15,Female,Group A,High Education,Low,,Yes,4,No,No,No,No,Low,Grade D
2853,16,Male,Group A,Bechelor Degree,Medium,,No,Medium Support,No,Yes,No,Yes,Medium,Grade D
2854,15,Female,Group D,Inter Education,Low,No Absence,Yes,3,No,Yes,No,No,High,Grade A
2855,18,Female,Group A,No Education,Low,,No,Strong Support,Yes,Yes,No,Yes,Low,Grade D
2856,16,Female,Group A,Inter Education,Medium,,Yes,3,No,Yes,No,No,High,Grade A
2857,15,Female,Group B,Inter Education,Low,Moderate Absence,No,Strong Support,No,No,No,No,Low,Grade D
2858,15,Female,Group D,Inter Education,Medium,,Yes,4,No,No,No,No,Low,Grade D
2859,17,Female,Group A,Inter Education,Low,,No,Medium Support,No,Yes,Yes,No,Medium,Grade C
2860,15,Male,Group A,Bechelor Degree,Medium,,No,Strong Support,No,No,Yes,Yes,Low,Grade D
2861,16,Female,Group A,High Education,Low,,No,Medium Support,No,No,No,No,Low,Grade D
2862,16,Male,Group B,Inter Education,Medium,,No,Strong Support,Yes,Yes,No,No,Medium,Grade C
2863,17,Male,Group A,Bechelor Degree,Medium,,No,Strong Support,Yes,No,Yes,No,Low,Grade D
2864,16,Male,Group B,Bechelor Degree,Low,,No,3,Yes,No,No,No,Medium,Grade D
2865,18,Male,Group D,Inter Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
2866,16,Male,Group A,Bechelor Degree,Low,,Yes,No Support,No,No,Yes,No,Low,Grade D
2867,16,Female,Group A,No Education,Medium,,No,3,Yes,Yes,No,No,Low,Grade D
2868,15,Female,Group A,Bechelor Degree,Low,,Yes,Strong Support,No,No,No,Yes,Low,Grade D
2869,15,Female,Group A,High Education,Low,,No,Medium Support,No,Yes,Yes,No,Low,Grade D
2870,16,Male,Group C,High Education,Low,,No,4,Yes,Yes,Yes,No,Low,Grade D
2871,17,Female,Group A,High Education,Low,,Yes,4,No,No,No,No,High,Grade B
2872,15,Female,Group A,Inter Education,Medium,,Yes,3,No,No,No,No,High,Grade B
2873,17,Female,Group B,High Education,Medium,,No,3,No,No,No,No,Medium,Grade D
2874,16,Female,Group A,High Education,Medium,,No,No Support,No,Yes,No,No,Low,Grade D
2875,16,Female,Group B,High Education,Medium,,No,4,No,No,No,No,Low,Grade D
2876,18,Male,Group A,High Education,Medium,,No,Strong Support,No,Yes,No,No,Low,Grade D
2877,15,Female,Group C,Inter Education,Low,,No,Medium Support,No,No,Yes,Yes,Medium,Grade C
2878,16,Male,Group D,Inter Education,Low,No Absence,No,3,Yes,No,Yes,No,High,Grade B
2879,18,Male,Group B,High Education,Medium,,No,Medium Support,No,Yes,No,No,Low,Grade D
2880,15,Male,Group D,Inter Education,Medium,,No,Strong Support,Yes,No,No,No,Medium,Grade D
2881,16,Male,Group A,Bechelor Degree,Medium,,Yes,Medium Support,No,No,No,No,Low,Grade D
2882,16,Male,Group A,Inter Education,Low,,Yes,Strong Support,Yes,No,Yes,No,Medium,Grade C
2883,15,Female,Group B,High Education,Low,,No,Strong Support,Yes,Yes,No,Yes,High,Grade B
2884,15,Female,Group B,Inter Education,Low,,No,Strong Support,Yes,Yes,Yes,No,Low,Grade D
2885,15,Female,Group A,High Education,Medium,,No,No Support,Yes,Yes,No,Yes,Medium,Grade D
2886,16,Male,Group A,High Education,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
2887,16,Female,Group A,High Education,Medium,,No,Strong Support,No,No,Yes,No,Medium,Grade D
2888,18,Female,Group A,Bechelor Degree,Low,,No,Medium Support,No,No,No,No,Medium,Grade D
2889,17,Male,Group A,High Education,Medium,,No,4,No,No,No,Yes,Medium,Grade C
2890,15,Male,Group C,No Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
2891,16,Male,Group A,High Education,Low,,No,3,No,No,Yes,Yes,Medium,Grade D
2892,16,Male,Group A,Bechelor Degree,Medium,,Yes,Medium Support,No,No,No,No,Low,Grade D
2893,15,Female,Group B,Inter Education,Low,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
2894,17,Male,Group B,High Education,Low,,No,Medium Support,Yes,Yes,No,No,Low,Grade D
2895,15,Male,Group C,Inter Education,Medium,,No,Strong Support,No,Yes,No,No,Medium,Grade D
2896,17,Female,Group B,Inter Education,Medium,,No,Medium Support,No,No,No,No,Medium,Grade C
2897,16,Female,Group A,Inter Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2898,17,Male,Group C,High Education,Medium,,No,Strong Support,No,No,Yes,Yes,Low,Grade D
2899,18,Female,Group B,Bechelor Degree,Low,,No,Medium Support,No,No,No,No,Low,Grade D
2900,16,Male,Group A,High Education,Medium,,Yes,3,No,No,No,Yes,High,Grade B
2901,18,Male,Group B,Inter Education,Medium,,Yes,4,No,Yes,No,No,High,Grade A
2902,15,Female,Group D,No Education,Medium,,No,Medium Support,No,No,No,No,Medium,Grade C
2903,15,Female,Group A,High Education,Medium,,Yes,3,Yes,No,No,No,High,Grade A
2904,15,Male,Group A,High Education,Low,Moderate Absence,Yes,3,No,No,No,No,Low,Grade D
2905,17,Male,Group A,Inter Education,Low,,No,Strong Support,No,No,Yes,No,Low,Grade D
2906,16,Male,Group A,No Education,Low,,No,3,Yes,No,No,Yes,Medium,Grade D
2907,15,Female,Group A,Inter Education,Low,Low Absent,No,4,Yes,No,No,No,Medium,Grade C
2908,15,Male,Group B,High Education,Medium,,No,Strong Support,No,No,No,Yes,Low,Grade D
2909,16,Male,Group A,Inter Education,Low,,Yes,3,Yes,No,No,Yes,Low,Grade D
2910,15,Male,Group D,Bechelor Degree,Low,,No,3,Yes,No,No,No,Low,Grade D
2911,18,Male,Group C,Inter Education,Low,,No,Strong Support,Yes,No,Yes,No,Medium,Grade D
2912,16,Male,Group B,Inter Education,Medium,,No,Strong Support,Yes,No,No,No,Medium,Grade D
2913,16,Female,Group C,Inter Education,Low,,No,4,Yes,No,No,No,Medium,Grade C
2914,16,Male,Group A,High Education,Medium,,No,3,No,Yes,No,No,Low,Grade D
2915,18,Male,Group A,Bechelor Degree,Low,No Absence,No,Medium Support,Yes,No,No,No,Medium,Grade C
2916,16,Male,Group B,High Education,Low,,No,Medium Support,Yes,No,Yes,No,Medium,Grade D
2917,18,Male,Group C,Inter Education,Low,,Yes,4,No,Yes,No,No,High,Grade B
2918,16,Female,Group C,Inter Education,Medium,,Yes,No Support,No,No,No,No,Medium,Grade C
2919,17,Female,Group A,High Education,Medium,,Yes,3,Yes,Yes,No,No,High,Grade B
2920,15,Female,Group D,High Education,Medium,,Yes,Medium Support,Yes,Yes,No,No,High,Grade A
2921,17,Male,Group A,Inter Education,Low,,Yes,No Support,No,No,No,Yes,Low,Grade D
2922,15,Male,Group C,Bechelor Degree,Low,,No,No Support,No,Yes,No,No,Low,Grade D
2923,18,Female,Group D,Bechelor Degree,Medium,,No,Strong Support,Yes,No,No,No,Medium,Grade D
2924,17,Female,Group A,Inter Education,Low,,No,No Support,No,No,No,Yes,Low,Grade D
2925,16,Female,Group C,Inter Education,Medium,,No,Strong Support,No,Yes,No,No,Medium,Grade D
2926,15,Male,Group A,Bechelor Degree,Medium,,No,3,No,Yes,No,No,Medium,Grade C
2927,15,Male,Group A,No Education,Low,,Yes,Strong Support,No,No,Yes,No,Medium,Grade D
2928,17,Female,Group B,High Education,Medium,Moderate Absence,No,3,Yes,No,No,Yes,Low,Grade D
2929,18,Female,Group B,Inter Education,Low,,No,Strong Support,No,No,No,Yes,Medium,Grade D
2930,17,Female,Group D,Bechelor Degree,Low,,No,Strong Support,No,No,No,No,Medium,Grade C
2931,18,Male,Group B,Bechelor Degree,Low,,No,Strong Support,No,No,Yes,No,Low,Grade D
2932,18,Male,Group A,Inter Education,Medium,,Yes,Strong Support,No,Yes,No,No,Medium,Grade D
2933,15,Male,Group C,No Education,Low,,No,4,Yes,No,No,No,Medium,Grade C
2934,17,Female,Group D,Inter Education,Medium,,No,3,No,No,No,No,Low,Grade D
2935,17,Female,Group A,High Education,Medium,,No,Strong Support,No,No,No,No,Medium,Grade C
2936,18,Male,Group D,High Education,Medium,,Yes,3,No,No,No,No,High,Grade B
2937,17,Female,Group A,Inter Education,Medium,,No,Strong Support,No,No,No,No,Low,Grade D
2938,16,Male,Group C,No Education,Low,,No,Medium Support,Yes,No,No,No,Medium,Grade C
2939,16,Female,Group A,Bechelor Degree,Low,,Yes,Strong Support,No,Yes,No,No,High,Grade B
2940,17,Female,Group A,Inter Education,Low,,No,3,Yes,No,No,No,Low,Grade D
2941,17,Female,Group A,Inter Education,Medium,,No,Strong Support,No,No,No,Yes,Low,Grade D
2942,18,Female,Group B,No Education,Medium,,No,3,No,Yes,No,No,Medium,Grade C
2943,16,Male,Group A,High Education,Medium,,Yes,Strong Support,Yes,No,No,No,High,Grade B
2944,16,Female,Group A,No Education,Medium,,No,Strong Support,Yes,No,No,No,Medium,Grade D
2945,15,Male,Group B,Master Drgree,Medium,,No,4,Yes,Yes,Yes,No,Low,Grade D
2946,18,Male,Group D,Bechelor Degree,Low,,No,Strong Support,No,No,No,No,Low,Grade D
2947,15,Male,Group A,Inter Education,Medium,,No,3,No,No,No,No,Low,Grade D
2948,16,Female,Group A,High Education,Medium,,No,3,Yes,Yes,Yes,No,Low,Grade D
2949,18,Male,Group A,Bechelor Degree,Low,,No,4,No,Yes,Yes,No,Low,Grade D
2950,17,Male,Group A,High Education,Medium,,No,No Support,Yes,No,No,No,Medium,Grade C
2951,18,Male,Group C,High Education,Low,,No,Medium Support,Yes,No,Yes,Yes,High,Grade B
2952,17,Female,Group C,Inter Education,Medium,,No,3,Yes,No,No,No,Low,Grade D
2953,17,Female,Group B,Bechelor Degree,Medium,,No,Strong Support,Yes,No,No,No,Medium,Grade C
2954,18,Male,Group A,No Education,Medium,,No,Strong Support,No,No,No,No,Medium,Grade C
2955,17,Female,Group C,High Education,Low,,No,Medium Support,Yes,Yes,No,No,Low,Grade D
2956,15,Male,Group B,Bechelor Degree,Medium,,No,Medium Support,No,No,No,Yes,Medium,Grade D
2957,16,Male,Group C,High Education,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
2958,17,Female,Group B,High Education,Low,,No,Medium Support,No,No,No,No,Medium,Grade D
2959,15,Male,Group C,Inter Education,Medium,,No,Medium Support,No,Yes,No,No,Low,Grade D
2960,17,Female,Group B,Bechelor Degree,Medium,No Absence,No,No Support,Yes,No,Yes,Yes,Medium,Grade C
2961,16,Female,Group A,Inter Education,Medium,,No,Medium Support,Yes,No,No,No,Low,Grade D
2962,15,Male,Group D,Master Drgree,Low,,Yes,3,No,Yes,No,No,Low,Grade D
2963,16,Female,Group B,Inter Education,Low,,No,3,No,No,No,No,Low,Grade D
2964,16,Female,Group B,No Education,Medium,,No,No Support,Yes,No,No,Yes,Medium,Grade C
2965,15,Male,Group A,Master Drgree,Low,Low Absent,No,Medium Support,Yes,No,No,No,Low,Grade D
2966,15,Male,Group B,Inter Education,Low,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
2967,15,Female,Group B,High Education,Medium,,No,Strong Support,Yes,Yes,No,No,Medium,Grade C
2968,18,Female,Group A,Inter Education,Medium,,No,3,Yes,No,Yes,No,Low,Grade D
2969,15,Male,Group A,High Education,Medium,,Yes,3,No,No,No,No,Medium,Grade D
2970,15,Female,Group B,No Education,Low,,Yes,3,Yes,No,No,No,Medium,Grade D
2971,15,Female,Group C,No Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2972,15,Female,Group B,Inter Education,Low,,No,Strong Support,Yes,Yes,No,Yes,Low,Grade D
2973,17,Female,Group A,Bechelor Degree,Low,,Yes,3,No,No,No,No,Low,Grade D
2974,18,Female,Group B,Inter Education,Medium,,No,No Support,Yes,Yes,No,No,Low,Grade D
2975,16,Female,Group A,Master Drgree,Medium,,No,No Support,No,No,No,No,Low,Grade D
2976,15,Female,Group A,High Education,Low,,Yes,No Support,No,Yes,Yes,No,Low,Grade D
2977,17,Male,Group A,High Education,Low,,No,Strong Support,Yes,Yes,No,No,Medium,Grade C
2978,17,Male,Group A,High Education,Low,,No,Medium Support,No,No,No,No,Medium,Grade D
2979,17,Male,Group A,High Education,Low,,No,Medium Support,No,No,Yes,No,Medium,Grade D
2980,16,Male,Group A,High Education,Low,Low Absent,No,3,Yes,No,No,No,Medium,Grade D
2981,15,Male,Group A,Inter Education,Medium,,Yes,4,Yes,Yes,Yes,Yes,Low,Grade D
2982,18,Female,Group A,Bechelor Degree,Medium,,No,Medium Support,Yes,No,Yes,No,Low,Grade D
2983,18,Female,Group B,Master Drgree,Medium,,Yes,Strong Support,No,Yes,Yes,No,Low,Grade D
2984,17,Female,Group A,High Education,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
2985,16,Female,Group A,Bechelor Degree,Medium,,No,4,No,No,No,No,Low,Grade D
2986,16,Male,Group C,High Education,Medium,,No,Medium Support,Yes,No,No,Yes,High,Grade B
2987,16,Female,Group A,High Education,Medium,,No,3,No,Yes,No,No,Low,Grade D
2988,18,Female,Group B,Bechelor Degree,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
2989,17,Male,Group A,Inter Education,Medium,,No,3,No,No,No,No,Low,Grade D
2990,15,Female,Group A,High Education,Medium,,Yes,Medium Support,Yes,Yes,No,No,High,Grade B
2991,18,Female,Group B,Inter Education,Medium,,Yes,Medium Support,No,Yes,No,No,High,Grade A
2992,17,Male,Group B,High Education,Low,,No,Medium Support,Yes,Yes,Yes,No,Medium,Grade D
2993,17,Female,Group C,Inter Education,Low,,No,Medium Support,No,No,No,No,Medium,Grade C
2994,15,Female,Group B,Inter Education,Low,,Yes,3,Yes,No,No,No,Low,Grade D
2995,15,Female,Group D,Master Drgree,Low,,No,3,No,No,No,No,Medium,Grade C
2996,15,Female,Group A,No Education,Medium,,No,Strong Support,No,Yes,No,No,Low,Grade D
2997,16,Female,Group A,High Education,Low,,Yes,4,Yes,No,No,No,Low,Grade D
2998,15,Male,Group A,Inter Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
2999,17,Male,Group A,Inter Education,Low,,No,4,No,Yes,No,No,Medium,Grade D
3000,15,Male,Group B,High Education,Low,,No,Medium Support,No,No,Yes,No,Low,Grade D
3001,17,Male,Group B,Inter Education,Low,,No,4,Yes,No,Yes,No,Low,Grade D
3002,18,Male,Group A,Bechelor Degree,Medium,,No,No Support,Yes,No,No,Yes,Low,Grade D
3003,16,Male,Group D,Bechelor Degree,Medium,,No,Strong Support,No,No,No,No,Low,Grade D
3004,18,Female,Group C,Bechelor Degree,Low,,Yes,Strong Support,Yes,No,No,No,Low,Grade D
3005,18,Male,Group A,Bechelor Degree,Low,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
3006,17,Male,Group A,Inter Education,Low,,No,Strong Support,No,Yes,No,Yes,Medium,Grade D
3007,18,Female,Group A,Bechelor Degree,Low,,No,Strong Support,No,No,Yes,No,Low,Grade D
3008,17,Female,Group A,High Education,Medium,,Yes,4,Yes,No,No,No,Low,Grade D
3009,15,Male,Group A,High Education,Medium,,Yes,4,Yes,No,No,No,Medium,Grade C
3010,15,Female,Group B,High Education,Medium,,Yes,4,Yes,Yes,No,No,Medium,Grade C
3011,17,Male,Group A,Inter Education,Medium,,No,4,No,No,Yes,No,Medium,Grade D
3012,15,Female,Group A,High Education,Low,,Yes,3,No,Yes,No,No,Medium,Grade C
3013,16,Male,Group D,Master Drgree,Medium,,No,4,No,Yes,No,No,Medium,Grade D
3014,18,Female,Group B,High Education,Medium,,No,3,Yes,No,No,No,High,Grade A
3015,16,Female,Group D,No Education,Medium,,No,Strong Support,No,No,Yes,No,High,Grade B
3016,18,Male,Group A,Inter Education,Low,,No,3,No,No,No,No,Low,Grade D
3017,15,Male,Group A,No Education,Medium,,Yes,4,No,No,No,No,Low,Grade D
3018,16,Male,Group B,High Education,Medium,,No,3,No,No,No,No,Low,Grade D
3019,15,Male,Group A,High Education,Medium,,No,Strong Support,No,No,No,No,Medium,Grade D
3020,18,Male,Group A,Inter Education,Low,,No,No Support,No,No,No,Yes,Low,Grade D
3021,17,Female,Group B,Inter Education,Medium,,No,3,Yes,No,Yes,No,Low,Grade D
3022,17,Male,Group B,Inter Education,Medium,,No,4,No,No,No,No,Medium,Grade C
3023,16,Male,Group A,Inter Education,Medium,,No,Strong Support,No,No,No,No,Medium,Grade C
3024,15,Female,Group A,Inter Education,Medium,,No,Medium Support,No,No,No,No,Low,Grade D
3025,15,Female,Group A,High Education,Medium,Low Absent,No,Strong Support,No,Yes,Yes,No,Medium,Grade C
3026,16,Male,Group A,High Education,Low,No Absence,Yes,Strong Support,No,Yes,Yes,No,High,Grade A
3027,17,Female,Group A,Inter Education,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
3028,18,Female,Group A,No Education,Low,,Yes,3,No,No,No,No,Low,Grade D
3029,16,Male,Group A,No Education,Medium,No Absence,Yes,4,Yes,No,No,Yes,High,Grade A
3030,18,Female,Group D,Inter Education,Low,,No,3,No,No,No,No,Low,Grade D
3031,17,Female,Group B,Inter Education,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
3032,15,Male,Group C,High Education,Medium,,No,4,Yes,Yes,No,No,Medium,Grade D
3033,17,Male,Group A,High Education,Medium,,Yes,Strong Support,No,No,No,No,Low,Grade D
3034,16,Female,Group A,Bechelor Degree,Medium,,No,Medium Support,Yes,No,No,No,Low,Grade D
3035,15,Female,Group A,Bechelor Degree,Medium,,Yes,Strong Support,No,Yes,No,No,Low,Grade D
3036,16,Male,Group A,Inter Education,Medium,,No,3,No,No,Yes,No,Medium,Grade D
3037,16,Female,Group A,Inter Education,Low,,No,3,No,No,No,No,Low,Grade D
3038,17,Female,Group C,Inter Education,Low,,No,4,Yes,Yes,No,No,High,Grade B
3039,16,Female,Group B,Master Drgree,Low,,No,Strong Support,No,No,No,No,Low,Grade D
3040,17,Male,Group B,Master Drgree,Low,,Yes,Medium Support,No,No,No,No,Low,Grade D
3041,15,Female,Group A,High Education,Medium,,No,No Support,No,Yes,No,No,Low,Grade D
3042,17,Female,Group D,Bechelor Degree,Medium,,No,3,No,Yes,No,No,Low,Grade D
3043,15,Male,Group A,High Education,Medium,,Yes,3,Yes,Yes,No,No,Low,Grade D
3044,17,Female,Group A,High Education,Low,,No,Strong Support,No,Yes,No,No,Medium,Grade D
3045,18,Female,Group A,Inter Education,Low,,No,Strong Support,Yes,No,No,No,Low,Grade D
3046,18,Male,Group C,Inter Education,Medium,,No,4,No,Yes,No,No,High,Grade A
3047,16,Male,Group D,Bechelor Degree,Medium,,No,4,Yes,Yes,No,No,High,Grade B
3048,17,Male,Group A,No Education,Low,,Yes,Medium Support,No,Yes,No,No,Low,Grade D
3049,17,Male,Group C,Inter Education,Medium,,Yes,3,Yes,Yes,No,No,High,Grade A
3050,15,Female,Group C,Bechelor Degree,Medium,,Yes,3,No,No,Yes,No,Medium,Grade C
3051,16,Female,Group A,Bechelor Degree,Low,,No,Medium Support,Yes,Yes,Yes,No,Low,Grade D
3052,17,Male,Group A,High Education,Medium,,No,Strong Support,Yes,No,No,No,High,Grade B
3053,16,Male,Group A,High Education,Low,,No,Medium Support,No,No,No,No,Low,Grade D
3054,18,Female,Group D,Inter Education,Medium,,Yes,Medium Support,Yes,No,No,No,High,Grade B
3055,17,Male,Group A,High Education,Low,,No,3,Yes,Yes,No,No,Medium,Grade D
3056,17,Female,Group C,Master Drgree,Low,,No,Strong Support,Yes,No,No,Yes,Low,Grade D
3057,16,Male,Group A,Bechelor Degree,Medium,,No,Strong Support,No,Yes,No,No,Low,Grade D
3058,17,Female,Group C,High Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
3059,16,Male,Group A,High Education,Medium,,Yes,No Support,Yes,No,No,No,Medium,Grade D
3060,17,Male,Group B,No Education,Low,,No,3,No,No,No,Yes,Medium,Grade D
3061,15,Female,Group C,Bechelor Degree,Low,,No,Strong Support,No,No,No,Yes,Low,Grade D
3062,16,Male,Group C,High Education,Low,,No,Strong Support,Yes,Yes,No,No,Low,Grade D
3063,17,Female,Group C,Inter Education,Low,,Yes,4,No,No,No,No,Low,Grade D
3064,18,Female,Group A,Inter Education,Medium,,No,Strong Support,No,No,Yes,No,Low,Grade D
3065,17,Female,Group B,Inter Education,Low,,No,3,No,No,No,No,Low,Grade D
3066,18,Female,Group A,No Education,Medium,,No,Strong Support,Yes,No,No,No,Low,Grade D
3067,18,Female,Group A,High Education,Medium,,No,3,Yes,No,No,No,Low,Grade D
3068,15,Male,Group B,Bechelor Degree,Medium,,Yes,3,Yes,No,No,No,High,Grade B
3069,16,Male,Group A,Bechelor Degree,Low,,No,Medium Support,Yes,No,No,No,Low,Grade D
3070,17,Female,Group B,Inter Education,Medium,Moderate Absence,Yes,3,No,No,Yes,No,Low,Grade D
3071,15,Male,Group D,No Education,Low,,No,No Support,No,No,No,Yes,Low,Grade D
3072,17,Female,Group A,High Education,Low,,Yes,4,No,Yes,Yes,No,High,Grade A
3073,18,Male,Group B,Inter Education,Low,,Yes,Strong Support,No,Yes,Yes,No,Low,Grade D
3074,16,Male,Group A,High Education,Low,,No,3,No,No,No,No,Low,Grade D
3075,17,Male,Group A,Bechelor Degree,Low,,No,Strong Support,Yes,No,No,Yes,Low,Grade D
3076,17,Male,Group A,Inter Education,Medium,,No,3,Yes,No,Yes,No,Medium,Grade C
3077,18,Female,Group D,No Education,Low,,No,4,No,No,No,No,Medium,Grade C
3078,17,Female,Group C,Bechelor Degree,Low,,No,3,Yes,No,No,No,Low,Grade D
3079,17,Male,Group D,Master Drgree,Medium,,No,Medium Support,Yes,No,No,No,Medium,Grade D
3080,18,Male,Group D,No Education,Low,,Yes,Strong Support,Yes,No,No,No,Low,Grade D
3081,15,Female,Group A,Inter Education,Low,,No,Strong Support,No,Yes,No,No,Low,Grade D
3082,18,Male,Group A,High Education,Low,,Yes,Strong Support,No,Yes,No,No,Medium,Grade C
3083,15,Female,Group B,High Education,Medium,,No,Strong Support,No,No,Yes,No,Low,Grade D
3084,16,Female,Group A,High Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
3085,15,Female,Group A,Inter Education,Low,,Yes,Strong Support,No,No,Yes,No,Medium,Grade C
3086,15,Male,Group A,Master Drgree,Medium,,No,Medium Support,Yes,No,No,No,Low,Grade D
3087,16,Female,Group B,Inter Education,Medium,,No,Strong Support,No,No,No,No,Low,Grade D
3088,15,Male,Group B,No Education,Medium,,Yes,Medium Support,No,Yes,Yes,No,Low,Grade D
3089,18,Female,Group A,Inter Education,Medium,,Yes,Medium Support,No,Yes,No,No,Low,Grade D
3090,15,Male,Group A,High Education,Low,,No,3,Yes,No,No,No,Low,Grade D
3091,16,Male,Group B,Bechelor Degree,Low,,No,No Support,No,Yes,No,Yes,Low,Grade D
3092,18,Male,Group B,Inter Education,Low,,No,Strong Support,No,No,No,No,Low,Grade D
3093,16,Female,Group A,High Education,Low,,No,Strong Support,Yes,No,Yes,No,Medium,Grade C
3094,16,Female,Group C,High Education,Low,Low Absent,No,Strong Support,No,No,No,No,Medium,Grade D
3095,17,Male,Group A,Inter Education,Low,,No,3,Yes,No,No,No,Medium,Grade C
3096,17,Male,Group A,High Education,Medium,,No,Strong Support,No,Yes,No,No,Medium,Grade C
3097,16,Male,Group C,Inter Education,Medium,,Yes,Medium Support,No,Yes,No,No,Low,Grade D
3098,16,Female,Group B,High Education,Low,,Yes,3,No,No,No,No,Low,Grade D
3099,16,Female,Group A,High Education,Medium,,No,4,Yes,Yes,No,No,Low,Grade D
3100,17,Female,Group B,Inter Education,Low,,No,No Support,Yes,Yes,No,Yes,Medium,Grade D
3101,17,Female,Group B,Bechelor Degree,Low,,No,Strong Support,No,No,No,No,Medium,Grade D
3102,15,Male,Group C,Bechelor Degree,Medium,,No,Strong Support,No,No,No,No,Medium,Grade D
3103,15,Male,Group C,High Education,Low,,No,Medium Support,No,Yes,No,No,Low,Grade D
3104,16,Female,Group B,High Education,Low,,No,Strong Support,Yes,Yes,Yes,No,Medium,Grade C
3105,18,Female,Group A,High Education,Low,,No,3,No,No,No,No,Low,Grade D
3106,18,Male,Group A,Inter Education,Medium,,Yes,Medium Support,No,No,Yes,No,Medium,Grade C
3107,17,Female,Group A,Inter Education,Medium,,Yes,4,No,No,No,No,Low,Grade D
3108,17,Female,Group A,Bechelor Degree,Low,,Yes,Strong Support,No,Yes,No,No,Medium,Grade D
